Medtr5g011840.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g011840.2	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g011840.3	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g011850.1	GO:0005509
Medtr5g011900.1	GO:0000079,GO:0019901,GO:0051726
Medtr5g011910.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g011940.1	GO:0000166,GO:0005975,GO:0016857
Medtr5g011950.1	GO:0006869
Medtr5g011960.1	GO:0006869
Medtr5g011980.1	GO:0006869
Medtr5g011980.2	GO:0006869
Medtr5g012000.1	GO:0004857,GO:0030599
Medtr5g012010.1	GO:0005484,GO:0005515,GO:0006886,GO:0016020,GO:0016192
Medtr5g012030.1	GO:0005515
Medtr5g012050.1	GO:0005515
Medtr5g012080.1	GO:0003677,GO:0006355
Medtr5g012130.1	GO:0004499,GO:0050660,GO:0050661,GO:0055114
Medtr5g012130.2	GO:0004499,GO:0050660,GO:0050661,GO:0055114
Medtr5g012130.3	GO:0004499,GO:0050660,GO:0050661,GO:0055114
Medtr5g012210.1	GO:0003999,GO:0005737,GO:0006168
Medtr5g012290.1	GO:0005215,GO:0006857,GO:0016020
Medtr5g012340.1	GO:0006869
Medtr5g012380.1	GO:0006869
Medtr5g012390.1	GO:0000166,GO:0003824,GO:0004459,GO:0005737,GO:0005975,GO:0006096,GO:0016616,GO:0044262,GO:0055114
Medtr5g012420.1	GO:0005198
Medtr5g012420.2	GO:0005198
Medtr5g012460.1	GO:0005215,GO:0005622,GO:0006810
Medtr5g012470.1	GO:0004298
Medtr5g012490.1	GO:0004190,GO:0006508
Medtr5g012525.1	GO:0003824
Medtr5g012630.1	GO:0005622,GO:0008270
Medtr5g012660.1	GO:0005515
Medtr5g012680.1	GO:0004222,GO:0006508,GO:0008237,GO:0008270,GO:0031012
Medtr5g012810.1	GO:0005215,GO:0006810,GO:0016020
Medtr5g012850.1	GO:0006189,GO:0008864,GO:0009058,GO:0016742
Medtr5g012850.2	GO:0006189,GO:0008864,GO:0009058,GO:0016742
Medtr5g012850.3	GO:0006189,GO:0008864,GO:0009058,GO:0016742
Medtr5g012850.4	GO:0006189,GO:0008864,GO:0009058,GO:0016742
Medtr5g012850.5	GO:0006189,GO:0008864,GO:0009058,GO:0016742
Medtr5g012880.1	GO:0004609,GO:0008654
Medtr5g012880.2	GO:0004609,GO:0008654
Medtr5g012890.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g012890.2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g012900.1	GO:0005524,GO:0006298,GO:0030983
Medtr5g012910.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g012920.1	GO:0003995,GO:0003997,GO:0005777,GO:0006631,GO:0008152,GO:0016627,GO:0050660,GO:0055114
Medtr5g012930.1	GO:0003723,GO:0003735,GO:0005622,GO:0006412,GO:0015934
Medtr5g013010.1	GO:0000976,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g013010.2	GO:0000976,GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr5g013070.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g013130.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g013250.1	GO:0008152,GO:0016491
Medtr5g013260.1	GO:0008152,GO:0016491
Medtr5g013300.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g013300.2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g013320.1	GO:0005198
Medtr5g013370.1	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Medtr5g013370.2	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Medtr5g013390.1	GO:0003677
Medtr5g013420.1	GO:0005515,GO:0005634,GO:0008270,GO:0018024,GO:0034968,GO:0042393
Medtr5g013420.2	GO:0005515,GO:0005634,GO:0008270,GO:0018024,GO:0034968,GO:0042393
Medtr5g013440.1	GO:0005576,GO:0019953
Medtr5g013470.1	GO:0000166,GO:0006520,GO:0016491,GO:0016639,GO:0055114
Medtr5g013480.1	GO:0003677,GO:0004518,GO:0006259
Medtr5g013540.1	GO:0003755,GO:0006457
Medtr5g013550.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g013560.1	GO:0005509
Medtr5g013590.1	GO:0005956,GO:0019887
Medtr5g013590.2	GO:0005956,GO:0019887
Medtr5g013590.3	GO:0005956,GO:0019887
Medtr5g013590.4	GO:0005956,GO:0019887
Medtr5g013590.5	GO:0005956,GO:0019887
Medtr5g013590.6	GO:0005956,GO:0019887
Medtr5g013610.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g013620.1	GO:0000272,GO:0003824,GO:0005975,GO:0016161
Medtr5g013640.1	GO:0000272,GO:0003824,GO:0005975,GO:0016161
Medtr5g013690.1	GO:0005515,GO:0008270
Medtr5g013690.2	GO:0005515,GO:0008270
Medtr5g013780.1	GO:0005515,GO:0005543
Medtr5g013790.1	GO:0000166,GO:0004176,GO:0004252,GO:0005524,GO:0006508,GO:0017111
Medtr5g013865.1	GO:0004129,GO:0005739
Medtr5g013900.1	GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0007264,GO:0015031
Medtr5g013910.1	GO:0016787
Medtr5g013950.1	GO:0005515
Medtr5g013970.1	GO:0004610,GO:0005975,GO:0016868
Medtr5g014040.1	GO:0000156,GO:0000160,GO:0003677,GO:0006355
Medtr5g014040.2	GO:0000156,GO:0000160,GO:0003677,GO:0006355
Medtr5g014040.3	GO:0000156,GO:0000160,GO:0003677,GO:0006355
Medtr5g014040.4	GO:0000156,GO:0000160,GO:0003677,GO:0006355
Medtr5g014070.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g014070.2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g014090.1	GO:0046856
Medtr5g014090.2	GO:0046856
Medtr5g014100.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g014140.1	GO:0000287,GO:0003824,GO:0004743,GO:0006096,GO:0030955
Medtr5g014140.2	GO:0000287,GO:0003824,GO:0004743,GO:0006096,GO:0030955
Medtr5g014140.3	GO:0000287,GO:0003824,GO:0004743,GO:0006096,GO:0030955
Medtr5g014230.1	GO:0004497,GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g014240.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g014250.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g014260.1	GO:0019464
Medtr5g014290.1	GO:0016226
Medtr5g014300.1	GO:0003677,GO:0006355
Medtr5g014330.1	GO:0005515,GO:0006810,GO:0006886,GO:0016192,GO:0030131
Medtr5g014330.2	GO:0005515,GO:0006810,GO:0006886,GO:0016192,GO:0030131
Medtr5g014360.1	GO:0003677
Medtr5g014400.1	GO:0005622,GO:0008270
Medtr5g014520.1	GO:0046983
Medtr5g014560.1	GO:0046983
Medtr5g014600.1	GO:0046983
Medtr5g014640.1	GO:0046983
Medtr5g014700.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g014710.1	GO:0000166,GO:0003824,GO:0005975,GO:0006108,GO:0016615,GO:0016616,GO:0030060,GO:0044262,GO:0055114
Medtr5g014720.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr5g014820.1	GO:0003824,GO:0006534,GO:0030170,GO:0031071
Medtr5g014850.1	GO:0004497,GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g014890.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g014960.1	GO:0003824,GO:0004084,GO:0008152,GO:0009081
Medtr5g014990.1	GO:0003677,GO:0003682
Medtr5g015020.1	GO:0003824,GO:0009058,GO:0016847,GO:0030170,GO:0042218
Medtr5g015050.1	GO:0005515
Medtr5g015070.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g015090.1	GO:0003700,GO:0006355,GO:0043565
Medtr5g015210.1	GO:0000151,GO:0004842,GO:0005488,GO:0016567
Medtr5g015300.1	GO:0004042,GO:0005737,GO:0006526,GO:0008080,GO:0008652
Medtr5g015340.1	GO:0000786,GO:0003677,GO:0003682,GO:0005634,GO:0006334
Medtr5g015340.2	GO:0000786,GO:0003677,GO:0003682,GO:0005634,GO:0006334
Medtr5g015340.3	GO:0000786,GO:0003677,GO:0003682,GO:0005634,GO:0006334
Medtr5g015340.4	GO:0000786,GO:0003677,GO:0003682,GO:0005634,GO:0006334
Medtr5g015370.1	GO:0005525,GO:0005622,GO:0006886,GO:0007264,GO:0015031
Medtr5g015500.1	GO:0000151,GO:0003755,GO:0004842,GO:0006457,GO:0016567
Medtr5g015500.2	GO:0003755,GO:0006457
Medtr5g015530.1	GO:0000103,GO:0004020,GO:0005524
Medtr5g015530.2	GO:0000103,GO:0004020,GO:0005524
Medtr5g015530.3	GO:0000103,GO:0004020,GO:0005524
Medtr5g015540.1	GO:0005515
Medtr5g015570.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015934
Medtr5g015590.1	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.2	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.3	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.4	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.5	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.6	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.7	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015590.8	GO:0005388,GO:0005524,GO:0006812,GO:0016020,GO:0016021,GO:0019829,GO:0070588
Medtr5g015600.1	GO:0005488
Medtr5g015670.1	GO:0000079,GO:0019901,GO:0051726
Medtr5g015680.1	GO:0003712,GO:0004402,GO:0005515,GO:0005634,GO:0006355,GO:0008270
Medtr5g015680.2	GO:0003712,GO:0004402,GO:0005515,GO:0005634,GO:0006355,GO:0008270
Medtr5g015680.3	GO:0003712,GO:0004402,GO:0005515,GO:0005634,GO:0006355,GO:0008270
Medtr5g015680.4	GO:0003712,GO:0004402,GO:0005634,GO:0006355,GO:0008270
Medtr5g015680.5	GO:0003712,GO:0004402,GO:0005634,GO:0006355,GO:0008270
Medtr5g015680.6	GO:0003712,GO:0004402,GO:0005634,GO:0006355,GO:0008270
Medtr5g015690.1	GO:0003779,GO:0016043,GO:0030036
Medtr5g015720.1	GO:0003824,GO:0005975
Medtr5g015730.1	GO:0006777
Medtr5g015740.1	GO:0006777
Medtr5g015770.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr5g015790.1	GO:0005515
Medtr5g015810.1	GO:0008080
Medtr5g015810.2	GO:0008080
Medtr5g015810.3	GO:0008080
Medtr5g015830.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g015850.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g015855.1	GO:0016020,GO:0016651,GO:0051536,GO:0051539,GO:0055114
Medtr5g016010.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g016060.1	GO:0005515
Medtr5g016070.1	GO:0003723,GO:0004525,GO:0006396
Medtr5g016090.1	GO:0005506,GO:0016491,GO:0016705,GO:0016706,GO:0031418,GO:0055114
Medtr5g016120.1	GO:0004252,GO:0006508
Medtr5g016190.1	GO:0005515
Medtr5g016190.2	GO:0005515
Medtr5g016200.1	GO:0003677,GO:0003899,GO:0005634,GO:0006351
Medtr5g016220.1	GO:0003677,GO:0003899,GO:0005634,GO:0006351
Medtr5g016260.1	GO:0004190,GO:0006508
Medtr5g016260.2	GO:0004190,GO:0006508
Medtr5g016270.1	GO:0005215,GO:0006810,GO:0016020
Medtr5g016350.1	GO:0005515
Medtr5g016350.2	GO:0005515
Medtr5g016370.1	GO:0005515
Medtr5g016410.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g016440.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g016480.1	GO:0008152,GO:0016758
Medtr5g016510.1	GO:0003677,GO:0003682
Medtr5g016520.1	GO:0005515,GO:0008017
Medtr5g016540.1	GO:0005525,GO:0005622,GO:0006886
Medtr5g016550.1	GO:0004725,GO:0005515,GO:0016311,GO:0016791
Medtr5g016560.1	GO:0016021
Medtr5g016560.2	GO:0016021
Medtr5g016590.1	GO:0004175,GO:0004298,GO:0006511,GO:0019773
Medtr5g016610.1	GO:0003700,GO:0006355,GO:0043565
Medtr5g016630.1	GO:0016881
Medtr5g016660.1	GO:0008152,GO:0016758
Medtr5g016680.1	GO:0000166,GO:0003676
Medtr5g016680.2	GO:0000166,GO:0003676
Medtr5g016680.3	GO:0000166,GO:0003676
Medtr5g016750.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g016770.1	GO:0005515
Medtr5g016770.2	GO:0005515
Medtr5g016810.1	GO:0003677,GO:0003700,GO:0006355
Medtr5g016810.2	GO:0003677,GO:0003700,GO:0006355
Medtr5g016870.1	GO:0005515
Medtr5g016880.1	GO:0006629,GO:0008081
Medtr5g016920.1	GO:0005515,GO:0008270
Medtr5g016940.1	GO:0005515,GO:0008270
Medtr5g016960.1	GO:0005515,GO:0008270
Medtr5g016980.1	GO:0005515,GO:0008270
Medtr5g017040.1	GO:0046983
Medtr5g017050.1	GO:0004514,GO:0004516,GO:0009435,GO:0019358
Medtr5g017070.1	GO:0000166,GO:0003676,GO:0003677,GO:0003887,GO:0006139,GO:0006260
Medtr5g017080.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g017080.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g017090.1	GO:0006629,GO:0008081
Medtr5g017110.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g017130.1	GO:0000166,GO:0003676
Medtr5g017140.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g017210.1	GO:0046983
Medtr5g017280.1	GO:0000166,GO:0003676
Medtr5g017280.2	GO:0000166,GO:0003676
Medtr5g017280.3	GO:0000166,GO:0003676
Medtr5g017280.4	GO:0000166,GO:0003676
Medtr5g017350.1	GO:0008152,GO:0016491
Medtr5g017350.2	GO:0005515,GO:0008152,GO:0009507,GO:0009540,GO:0009688,GO:0016020,GO:0016491,GO:0055114
Medtr5g017350.3	GO:0008152,GO:0009507,GO:0009540,GO:0009688,GO:0016020,GO:0016491,GO:0055114
Medtr5g017350.4	GO:0005515,GO:0008152,GO:0009507,GO:0009540,GO:0009688,GO:0016020,GO:0016491,GO:0055114
Medtr5g017470.1	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g017510.1	GO:0005509
Medtr5g017540.1	GO:0005509
Medtr5g017550.1	GO:0005509
Medtr5g017560.1	GO:0005509
Medtr5g017630.1	GO:0004177,GO:0006508,GO:0008235,GO:0009987
Medtr5g017630.2	GO:0004177,GO:0006508,GO:0008235,GO:0009987
Medtr5g017670.1	GO:0008152
Medtr5g017680.1	GO:0008152
Medtr5g017810.1	GO:0005515
Medtr5g017830.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr5g017850.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g017860.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g017890.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g017970.1	GO:0043234,GO:0051258
Medtr5g017980.1	GO:0003677
Medtr5g017980.2	GO:0003677
Medtr5g017980.3	GO:0003677
Medtr5g018010.1	GO:0005515
Medtr5g018010.2	GO:0005515
Medtr5g018010.3	GO:0005515
Medtr5g018050.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g018050.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g018050.3	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g018060.1	GO:0006952
Medtr5g018070.1	GO:0006952
Medtr5g018080.1	GO:0005783
Medtr5g018110.1	GO:0005783
Medtr5g018120.1	GO:0006952
Medtr5g018160.1	GO:0006952
Medtr5g018190.1	GO:0005783
Medtr5g018210.1	GO:0006952
Medtr5g018230.1	GO:0005515
Medtr5g018230.2	GO:0005515
Medtr5g018250.1	GO:0005783
Medtr5g018370.1	GO:0005515
Medtr5g018380.1	GO:0003700,GO:0006355,GO:0043565
Medtr5g018480.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g018500.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g018510.1	GO:0003924,GO:0004871,GO:0007165,GO:0007186,GO:0019001,GO:0031683
Medtr5g018510.2	GO:0003924,GO:0004871,GO:0007165,GO:0007186,GO:0019001,GO:0031683
Medtr5g018520.1	GO:0005515
Medtr5g018570.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g018600.1	GO:0005515
Medtr5g018690.1	GO:0005515
Medtr5g018850.1	GO:0005515,GO:0005622,GO:0005634,GO:0008270,GO:0018024,GO:0034968
Medtr5g018850.2	GO:0005515,GO:0005622,GO:0005634,GO:0008270,GO:0018024,GO:0034968
Medtr5g018850.3	GO:0005515,GO:0005622,GO:0005634,GO:0008270,GO:0018024,GO:0034968
Medtr5g018860.1	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr5g018900.1	GO:0008270
Medtr5g018910.1	GO:0006952,GO:0008270
Medtr5g018940.1	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g018940.2	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g018980.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g018990.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g019010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g019040.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g019050.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772,GO:0016998
Medtr5g019070.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g019130.1	GO:0005488
Medtr5g019140.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g019165.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g019300.1	GO:0005515,GO:0008270
Medtr5g019460.1	GO:0008299
Medtr5g019480.1	GO:0016881
Medtr5g019480.2	GO:0016881
Medtr5g019480.3	GO:0016881
Medtr5g019510.1	GO:0009522,GO:0009579,GO:0015979,GO:0016021
Medtr5g019580.1	GO:0008152,GO:0016758
Medtr5g019580.2	GO:0008152,GO:0016758
Medtr5g019590.1	GO:0000166
Medtr5g019600.1	GO:0009987
Medtr5g019600.2	GO:0009987
Medtr5g019620.1	GO:0010181,GO:0016491,GO:0045892
Medtr5g019650.1	GO:0000976,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g019680.1	GO:0000976,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr5g019700.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g019780.1	GO:0045735
Medtr5g019790.1	GO:0003824
Medtr5g019870.1	GO:0005215,GO:0006810,GO:0016020,GO:0022891,GO:0055085
Medtr5g019910.1	GO:0006352,GO:0006355,GO:0008270
Medtr5g019930.1	GO:0005085,GO:0005622,GO:0051056
Medtr5g019940.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g019990.1	GO:0006729,GO:0008124
Medtr5g019990.2	GO:0006729,GO:0008124
Medtr5g020000.1	GO:0003676,GO:0004386,GO:0005524
Medtr5g020020.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g020020.2	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g020050.1	GO:0006099,GO:0016491,GO:0016627,GO:0022900,GO:0050660,GO:0055114
Medtr5g020050.2	GO:0006099,GO:0016491,GO:0016627,GO:0022900,GO:0050660,GO:0055114
Medtr5g020050.3	GO:0006099,GO:0016491,GO:0016627,GO:0022900,GO:0050660,GO:0055114
Medtr5g020140.1	GO:0005083
Medtr5g020170.1	GO:0003677
Medtr5g020230.1	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Medtr5g020270.1	GO:0005215,GO:0006810,GO:0016020,GO:0022891,GO:0055085
Medtr5g020270.2	GO:0005215,GO:0006810,GO:0016020,GO:0022891,GO:0055085
Medtr5g020270.3	GO:0005215,GO:0006810,GO:0016020,GO:0022891,GO:0055085
Medtr5g020300.1	GO:0003824,GO:0006281,GO:0006284
Medtr5g020440.1	GO:0003723,GO:0005525,GO:0005622
Medtr5g020510.1	GO:0003677,GO:0008270
Medtr5g020530.1	GO:0000166,GO:0005524,GO:0017111
Medtr5g020540.1	GO:0003677,GO:0003682
Medtr5g020570.1	GO:0000151,GO:0004842,GO:0005488,GO:0005515,GO:0016567
Medtr5g020570.2	GO:0000151,GO:0004842,GO:0005488,GO:0005515,GO:0016567
Medtr5g020600.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr5g020620.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr5g020640.1	GO:0003824,GO:0005975,GO:0030246
Medtr5g020640.2	GO:0003824,GO:0005975,GO:0030246
Medtr5g020650.1	GO:0005515
Medtr5g020670.1	GO:0005515,GO:0016020,GO:0016192
Medtr5g020680.1	GO:0003824,GO:0009058
Medtr5g020680.2	GO:0003824,GO:0009058
Medtr5g020680.3	GO:0003824,GO:0009058
Medtr5g020720.1	GO:0005524
Medtr5g020740.1	GO:0000166
Medtr5g020760.1	GO:0000166
Medtr5g020760.2	GO:0000166
Medtr5g020800.1	GO:0000166
Medtr5g020810.1	GO:0003677,GO:0006260
Medtr5g020840.1	GO:0000287,GO:0004427,GO:0005737,GO:0006796
Medtr5g020840.2	GO:0000287,GO:0004427,GO:0005737,GO:0006796
Medtr5g020850.1	GO:0016740
Medtr5g020850.2	GO:0016740
Medtr5g020890.1	GO:0003824,GO:0005975
Medtr5g020960.1	GO:0030001,GO:0046872
Medtr5g020980.1	GO:0000166,GO:0005524,GO:0017111
Medtr5g020990.1	GO:0000166,GO:0005524,GO:0017111
Medtr5g021000.1	GO:0005524
Medtr5g021060.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g021080.1	GO:0006952
Medtr5g021090.1	GO:0009055,GO:0015035,GO:0045454
Medtr5g021180.1	GO:0006662,GO:0009055,GO:0015035,GO:0045454
Medtr5g021190.1	GO:0003824,GO:0004553,GO:0005975,GO:0030246
Medtr5g021210.1	GO:0000154,GO:0000179,GO:0006364,GO:0008649,GO:0016433
Medtr5g021220.1	GO:0004497,GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g021230.1	GO:0003824,GO:0005737,GO:0006400,GO:0009451,GO:0016740,GO:0043412,GO:0051536,GO:0051539
Medtr5g021240.1	GO:0003824,GO:0008762,GO:0016614,GO:0050660,GO:0055114
Medtr5g021240.2	GO:0003824,GO:0008762,GO:0016614,GO:0050660,GO:0055114
Medtr5g021260.1	GO:0016881
Medtr5g021270.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983
Medtr5g021270.2	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983
Medtr5g021290.1	GO:0005515
Medtr5g021340.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0008270,GO:0043565,GO:0045893
Medtr5g021390.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr5g021450.1	GO:0005515,GO:0008270
Medtr5g021450.2	GO:0005515,GO:0008270
Medtr5g021500.1	GO:0003676,GO:0003677,GO:0005515,GO:0005634,GO:0006352,GO:0008270,GO:0016570
Medtr5g021550.1	GO:0005515
Medtr5g021580.1	GO:0005622,GO:0008270
Medtr5g021580.2	GO:0005622,GO:0008270
Medtr5g021650.1	GO:0003777,GO:0005524,GO:0005875,GO:0007018
Medtr5g021650.2	GO:0003777,GO:0005524,GO:0005875,GO:0007018
Medtr5g021670.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr5g021690.1	GO:0015078,GO:0015991,GO:0033177,GO:0033179
Medtr5g021690.2	GO:0015078,GO:0015991,GO:0033177,GO:0033179
Medtr5g021710.1	GO:0003677,GO:0006355
Medtr5g021710.2	GO:0003677,GO:0006355
Medtr5g021730.1	GO:0000786,GO:0003677,GO:0005634,GO:0006334
Medtr5g021760.1	GO:0000166,GO:0005622,GO:0008446,GO:0019673
Medtr5g021770.1	GO:0000166,GO:0005622,GO:0008446,GO:0019673
Medtr5g021800.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr5g021860.1	GO:0005515
Medtr5g021860.2	GO:0005515
Medtr5g021880.1	GO:0005515
Medtr5g021880.2	GO:0005515
Medtr5g021880.3	GO:0005515
Medtr5g021920.1	GO:0005515
Medtr5g021930.1	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr5g021980.1	GO:0005634,GO:0006355
Medtr5g022000.1	GO:0005488,GO:0005515,GO:0016772,GO:0016773
Medtr5g022020.1	GO:0016491,GO:0016706,GO:0055114
Medtr5g022030.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr5g022030.2	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr5g022040.1	GO:0005515
Medtr5g022045.1	GO:0005515
Medtr5g022050.1	GO:0005515
Medtr5g022050.2	GO:0005515
Medtr5g022090.1	GO:0005515
Medtr5g022240.1	GO:0005488,GO:0005515
Medtr5g022270.1	GO:0006508,GO:0008234
Medtr5g022300.1	GO:0004324,GO:0016491,GO:0042651,GO:0050660,GO:0050661,GO:0055114
Medtr5g022300.2	GO:0016491,GO:0055114
Medtr5g022330.1	GO:0000166
Medtr5g022420.1	GO:0005515
Medtr5g022440.1	GO:0005515
Medtr5g022470.1	GO:0000155,GO:0000156,GO:0000160,GO:0004871,GO:0005524,GO:0006355,GO:0007165,GO:0016020,GO:0016310,GO:0016772
Medtr5g022470.2	GO:0000155,GO:0000156,GO:0000160,GO:0004871,GO:0005524,GO:0006355,GO:0007165,GO:0016020,GO:0016310,GO:0016772
Medtr5g022510.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr5g022510.2	GO:0004601,GO:0006979,GO:0020037,GO:0055114
